Timestamp,RSSI_dBm
"""2024-12-20 11:03:24.784""",-131.936
"""2024-12-20 11:03:25.846""",-125.513
"""2024-12-20 11:03:28.718""",-128.825
"""2024-12-20 11:03:29.674""",-126.901
"""2024-12-20 11:03:30.303""",-129.86
"""2024-12-20 11:03:32.464""",-130.556
"""2024-12-20 11:03:35.616""",-128.192
"""2024-12-20 11:03:36.765""",-125.45
"""2024-12-20 11:03:38.738""",-126.105
"""2024-12-20 11:03:40.771""",-124.757
"""2024-12-20 11:03:41.153""",-128.165
"""2024-12-20 11:03:43.965""",-128.465
"""2024-12-20 11:03:46.400""",-123.724
"""2024-12-20 11:03:47.896""",-125.813
"""2024-12-20 11:03:50.046""",-127.29
"""2024-12-20 11:03:53.738""",-126.225
"""2024-12-20 11:03:54.338""",-122.464
"""2024-12-20 11:03:55.235""",-126.519
"""2024-12-20 11:03:56.090""",-130.837
"""2024-12-20 11:03:59.650""",-126.47
"""2024-12-20 11:04:00.366""",-124.131
"""2024-12-20 11:04:02.195""",-124.291
"""2024-12-20 11:04:03.562""",-124.81
"""2024-12-20 11:04:05.553""",-123.55
"""2024-12-20 11:04:08.924""",-123.097
"""2024-12-20 11:04:11.595""",-127.815
"""2024-12-20 11:04:14.190""",-130.226
"""2024-12-20 11:04:17.433""",-122.159
"""2024-12-20 11:04:20.020""",-122.869
"""2024-12-20 11:04:22.653""",-129.163
"""2024-12-20 11:04:23.626""",-128.227
"""2024-12-20 11:04:26.774""",-131.371
"""2024-12-20 11:04:27.339""",-125.259
"""2024-12-20 11:04:28.814""",-125.544
"""2024-12-20 11:04:31.708""",-130.574
"""2024-12-20 11:04:32.273""",-129.643
"""2024-12-20 11:04:34.537""",-127.983
"""2024-12-20 11:04:37.944""",-122.159
"""2024-12-20 11:04:38.711""",-124.854
"""2024-12-20 11:04:41.297""",-127.436
"""2024-12-20 11:04:43.407""",-130.996
"""2024-12-20 11:04:46.060""",-127.178
"""2024-12-20 11:04:47.342""",-123.277
"""2024-12-20 11:04:48.148""",-126.104
"""2024-12-20 11:04:50.119""",-128.605
"""2024-12-20 11:04:52.361""",-128.398
"""2024-12-20 11:04:55.929""",-127.08
"""2024-12-20 11:04:58.246""",-127.518
"""2024-12-20 11:05:01.826""",-128.595
"""2024-12-20 11:05:04.664""",-125.093
"""2024-12-20 11:05:07.444""",-125.617
"""2024-12-20 11:05:09.163""",-122.353
"""2024-12-20 11:05:12.142""",-123.458
"""2024-12-20 11:05:13.469""",-123.866
"""2024-12-20 11:05:15.564""",-130.998
"""2024-12-20 11:05:16.049""",-129.124
"""2024-12-20 11:05:18.024""",-127.768
"""2024-12-20 11:05:19.986""",-131.165
"""2024-12-20 11:05:20.770""",-123.18
"""2024-12-20 11:05:23.140""",-127.787
"""2024-12-20 11:05:25.267""",-124.683
"""2024-12-20 11:05:27.994""",-131.304
"""2024-12-20 11:05:30.137""",-127.821
"""2024-12-20 11:05:31.162""",-127.531
"""2024-12-20 11:05:34.263""",-131.843
"""2024-12-20 11:05:35.586""",-129.755
"""2024-12-20 11:05:38.441""",-126.298
"""2024-12-20 11:05:41.387""",-124.822
"""2024-12-20 11:05:42.793""",-124.089
"""2024-12-20 11:05:44.536""",-131.041
"""2024-12-20 11:05:46.457""",-122.587
"""2024-12-20 11:05:49.358""",-130.958
"""2024-12-20 11:05:52.642""",-125.799
