Timestamp,RSSI_dBm
"""2024-12-20 11:17:31.822""",-87.556
"""2024-12-20 11:17:32.776""",-89.472
"""2024-12-20 11:17:33.355""",-89.31
"""2024-12-20 11:17:34.591""",-82.4
"""2024-12-20 11:17:35.036""",-88.771
"""2024-12-20 11:17:36.373""",-83.373
"""2024-12-20 11:17:37.098""",-88.918
"""2024-12-20 11:17:38.353""",-87.712
"""2024-12-20 11:17:39.121""",-82.545
"""2024-12-20 11:17:40.665""",-88.5
"""2024-12-20 11:17:41.666""",-86.791
"""2024-12-20 11:17:42.872""",-82.433
"""2024-12-20 11:17:43.771""",-83.752
"""2024-12-20 11:17:44.592""",-88.733
"""2024-12-20 11:17:45.728""",-88.647
"""2024-12-20 11:17:46.638""",-87.605
"""2024-12-20 11:17:47.031""",-82.175
"""2024-12-20 11:17:48.928""",-87.347
"""2024-12-20 11:17:49.820""",-82.812
"""2024-12-20 11:17:50.186""",-86.041
"""2024-12-20 11:17:51.475""",-86.101
"""2024-12-20 11:17:52.285""",-86.172
"""2024-12-20 11:17:53.473""",-88.426
"""2024-12-20 11:17:54.340""",-81.39
"""2024-12-20 11:17:55.698""",-89.126
"""2024-12-20 11:17:56.997""",-84.149
"""2024-12-20 11:17:57.965""",-89.778
"""2024-12-20 11:17:58.774""",-85.101
"""2024-12-20 11:17:59.201""",-81.929
"""2024-12-20 11:18:00.924""",-81.041
"""2024-12-20 11:18:01.212""",-88.391
"""2024-12-20 11:18:02.568""",-86.561
"""2024-12-20 11:18:03.472""",-86.002
"""2024-12-20 11:18:04.612""",-83.265
"""2024-12-20 11:18:05.364""",-85.36
"""2024-12-20 11:18:06.166""",-81.099
"""2024-12-20 11:18:07.948""",-83.508
"""2024-12-20 11:18:08.234""",-87.747
"""2024-12-20 11:18:09.085""",-85.255
"""2024-12-20 11:18:10.853""",-85.708
"""2024-12-20 11:18:11.537""",-89.492
"""2024-12-20 11:18:12.774""",-89.231
"""2024-12-20 11:18:13.366""",-84.905
"""2024-12-20 11:18:14.121""",-85.121
"""2024-12-20 11:18:15.124""",-85.194
"""2024-12-20 11:18:16.984""",-87.708
"""2024-12-20 11:18:17.382""",-81.447
"""2024-12-20 11:18:18.335""",-83.001
"""2024-12-20 11:18:19.014""",-88.523
"""2024-12-20 11:18:20.813""",-81.476
"""2024-12-20 11:18:21.308""",-86.684
"""2024-12-20 11:18:22.874""",-81.966
"""2024-12-20 11:18:23.514""",-83.791
"""2024-12-20 11:18:24.619""",-85.425
"""2024-12-20 11:18:25.445""",-86.427
"""2024-12-20 11:18:26.293""",-83.841
"""2024-12-20 11:18:27.572""",-82.7
"""2024-12-20 11:18:28.706""",-85.984
"""2024-12-20 11:18:29.638""",-83.275
"""2024-12-20 11:18:30.843""",-88.513
"""2024-12-20 11:18:31.554""",-83.766
"""2024-12-20 11:18:32.722""",-81.981
"""2024-12-20 11:18:33.980""",-86.157
"""2024-12-20 11:18:34.082""",-86.963
"""2024-12-20 11:18:35.617""",-88.541
"""2024-12-20 11:18:36.000""",-88.654
"""2024-12-20 11:18:37.438""",-84.258
"""2024-12-20 11:18:38.738""",-89.277
"""2024-12-20 11:18:39.690""",-85.236
"""2024-12-20 11:18:40.805""",-86.145
"""2024-12-20 11:18:41.993""",-89.113
"""2024-12-20 11:18:42.383""",-87.306
"""2024-12-20 11:18:43.566""",-82.61
"""2024-12-20 11:18:44.250""",-85.135
"""2024-12-20 11:18:45.372""",-88.929
"""2024-12-20 11:18:46.944""",-84.186
"""2024-12-20 11:18:47.849""",-84.243
"""2024-12-20 11:18:48.589""",-82.069
"""2024-12-20 11:18:49.634""",-85.664
"""2024-12-20 11:18:50.165""",-84.822
"""2024-12-20 11:18:51.650""",-84.797
"""2024-12-20 11:18:52.488""",-86.022
"""2024-12-20 11:18:53.620""",-87.712
"""2024-12-20 11:18:54.178""",-83.016
"""2024-12-20 11:18:55.226""",-85.462
"""2024-12-20 11:18:56.521""",-81.767
"""2024-12-20 11:18:57.824""",-87.905
"""2024-12-20 11:18:58.141""",-87.063
"""2024-12-20 11:18:59.558""",-83.794
"""2024-12-20 11:19:00.678""",-85.494
"""2024-12-20 11:19:01.472""",-86.952
"""2024-12-20 11:19:02.418""",-85.148
"""2024-12-20 11:19:03.245""",-81.13
"""2024-12-20 11:19:04.939""",-82.675
"""2024-12-20 11:19:05.770""",-82.019
"""2024-12-20 11:19:06.011""",-89.158
"""2024-12-20 11:19:07.156""",-87.383
"""2024-12-20 11:19:08.373""",-86.03
"""2024-12-20 11:19:09.821""",-84.247
"""2024-12-20 11:19:10.776""",-85.54
"""2024-12-20 11:19:11.773""",-83.852
"""2024-12-20 11:19:12.338""",-82.602
"""2024-12-20 11:19:13.973""",-83.753
"""2024-12-20 11:19:14.745""",-84.783
"""2024-12-20 11:19:15.392""",-86.386
"""2024-12-20 11:19:16.303""",-86.304
"""2024-12-20 11:19:17.467""",-82.168
"""2024-12-20 11:19:18.609""",-84.033
"""2024-12-20 11:19:19.434""",-88.138
"""2024-12-20 11:19:20.609""",-83.043
"""2024-12-20 11:19:21.008""",-89.434
"""2024-12-20 11:19:22.087""",-85.48
"""2024-12-20 11:19:23.892""",-89.968
"""2024-12-20 11:19:24.462""",-89.729
"""2024-12-20 11:19:25.849""",-89.982
"""2024-12-20 11:19:26.076""",-85.938
"""2024-12-20 11:19:27.260""",-87.276
"""2024-12-20 11:19:28.306""",-88.679
"""2024-12-20 11:19:29.419""",-84.983
"""2024-12-20 11:19:30.316""",-88.017
"""2024-12-20 11:19:31.660""",-85.342
"""2024-12-20 11:19:32.306""",-81.719
