Timestamp,RSSI_dBm
"""2024-12-20 11:08:47.379""",-115.75
"""2024-12-20 11:08:49.782""",-116.178
"""2024-12-20 11:08:50.762""",-116.801
"""2024-12-20 11:08:51.961""",-125.591
"""2024-12-20 11:08:53.476""",-116.928
"""2024-12-20 11:08:54.119""",-112.732
"""2024-12-20 11:09:00.621""",-111.955
"""2024-12-20 11:09:02.163""",-113.945
"""2024-12-20 11:09:03.474""",-113.733
"""2024-12-20 11:09:09.563""",-120.358
"""2024-12-20 11:09:14.894""",-113.517
"""2024-12-20 11:09:17.082""",-122.909
"""2024-12-20 11:09:19.609""",-117.929
"""2024-12-20 11:09:25.965""",-118.533
"""2024-12-20 11:09:31.874""",-116.995
"""2024-12-20 11:09:36.223""",-112.814
"""2024-12-20 11:09:37.628""",-116.947
"""2024-12-20 11:09:39.123""",-124.025
"""2024-12-20 11:09:40.412""",-111.197
"""2024-12-20 11:09:46.034""",-114.799
"""2024-12-20 11:09:52.406""",-125.226
"""2024-12-20 11:09:54.778""",-122.329
"""2024-12-20 11:09:55.275""",-121.687
"""2024-12-20 11:09:59.826""",-115.848
"""2024-12-20 11:10:04.341""",-125.748
"""2024-12-20 11:10:10.400""",-114.539
"""2024-12-20 11:10:15.666""",-125.662
"""2024-12-20 11:10:19.821""",-114.792
"""2024-12-20 11:10:23.485""",-111.593
"""2024-12-20 11:10:25.413""",-117.014
"""2024-12-20 11:10:27.203""",-123.366
"""2024-12-20 11:10:33.589""",-115.989
"""2024-12-20 11:10:36.079""",-111.978
"""2024-12-20 11:10:38.502""",-114.31
"""2024-12-20 11:10:40.672""",-113.302
"""2024-12-20 11:10:45.540""",-117.128
"""2024-12-20 11:10:49.797""",-122.721
"""2024-12-20 11:10:55.514""",-122.41
"""2024-12-20 11:11:01.354""",-120.362
"""2024-12-20 11:11:03.669""",-116.288
"""2024-12-20 11:11:05.450""",-122.727
"""2024-12-20 11:11:09.750""",-117.413
"""2024-12-20 11:11:11.827""",-115.339
"""2024-12-20 11:11:16.095""",-116.971
"""2024-12-20 11:11:18.386""",-125.51
"""2024-12-20 11:11:20.799""",-118.677
"""2024-12-20 11:11:22.508""",-114.377
"""2024-12-20 11:11:23.532""",-119.687
"""2024-12-20 11:11:25.599""",-111.224
"""2024-12-20 11:11:26.000""",-120.896
"""2024-12-20 11:11:30.545""",-125.023
"""2024-12-20 11:11:33.292""",-114.302
"""2024-12-20 11:11:38.726""",-120.017
"""2024-12-20 11:11:39.906""",-118.895
"""2024-12-20 11:11:45.603""",-114.818
"""2024-12-20 11:11:50.795""",-122.238
"""2024-12-20 11:11:51.672""",-122.124
"""2024-12-20 11:11:54.490""",-122.426
"""2024-12-20 11:11:59.449""",-111.178
"""2024-12-20 11:12:00.607""",-117.372
"""2024-12-20 11:12:05.565""",-116.922
"""2024-12-20 11:12:06.712""",-117.274
"""2024-12-20 11:12:09.963""",-121.224
"""2024-12-20 11:12:11.453""",-114.765
"""2024-12-20 11:12:12.806""",-117.939
"""2024-12-20 11:12:13.673""",-121.464
"""2024-12-20 11:12:16.068""",-123.905
"""2024-12-20 11:12:22.690""",-117.203
"""2024-12-20 11:12:27.480""",-124.317
"""2024-12-20 11:12:28.902""",-116.854
"""2024-12-20 11:12:32.821""",-124.964
"""2024-12-20 11:12:36.422""",-124.95
"""2024-12-20 11:12:41.308""",-117.362
"""2024-12-20 11:12:44.916""",-114.978
"""2024-12-20 11:12:45.486""",-115.885
"""2024-12-20 11:12:47.585""",-120.842
"""2024-12-20 11:12:50.251""",-111.497
"""2024-12-20 11:12:52.657""",-122.815
"""2024-12-20 11:12:56.458""",-125.141
"""2024-12-20 11:13:02.022""",-117.77
"""2024-12-20 11:13:03.352""",-121.977
"""2024-12-20 11:13:08.201""",-121.253
