Timestamp,RSSI_dBm
"""2024-12-20 11:21:37.843""",-126.865
"""2024-12-20 11:21:41.441""",-128.614
"""2024-12-20 11:21:46.160""",-126.804
"""2024-12-20 11:21:49.477""",-127.069
"""2024-12-20 11:21:53.668""",-130.478
"""2024-12-20 11:21:54.917""",-126.815
"""2024-12-20 11:21:55.366""",-124.399
"""2024-12-20 11:21:58.282""",-129.244
"""2024-12-20 11:22:00.098""",-123.5
"""2024-12-20 11:22:04.183""",-127.708
"""2024-12-20 11:22:06.200""",-130.822
"""2024-12-20 11:22:10.219""",-127.708
"""2024-12-20 11:22:16.821""",-130.321
"""2024-12-20 11:22:17.982""",-124.742
"""2024-12-20 11:22:19.325""",-130.045
"""2024-12-20 11:22:23.351""",-127.368
"""2024-12-20 11:22:27.972""",-129.42
"""2024-12-20 11:22:31.128""",-125.427
"""2024-12-20 11:22:36.632""",-125.245
"""2024-12-20 11:22:41.755""",-125.425
"""2024-12-20 11:22:43.377""",-128.587
"""2024-12-20 11:22:44.492""",-124.111
"""2024-12-20 11:22:45.993""",-129.805
"""2024-12-20 11:22:49.902""",-123.181
"""2024-12-20 11:22:55.823""",-128.864
"""2024-12-20 11:23:01.191""",-126.734
"""2024-12-20 11:23:03.313""",-129.192
"""2024-12-20 11:23:08.504""",-124.288
"""2024-12-20 11:23:14.119""",-130.345
"""2024-12-20 11:23:18.321""",-124.185
"""2024-12-20 11:23:21.210""",-124.857
"""2024-12-20 11:23:23.664""",-126.103
"""2024-12-20 11:23:26.935""",-127.323
"""2024-12-20 11:23:27.767""",-128.185
"""2024-12-20 11:23:32.161""",-125.701
"""2024-12-20 11:23:34.648""",-125.182
"""2024-12-20 11:23:36.985""",-123.054
"""2024-12-20 11:23:37.401""",-130.982
"""2024-12-20 11:23:39.411""",-124.687
"""2024-12-20 11:23:40.031""",-127.581
"""2024-12-20 11:23:41.309""",-127.72
"""2024-12-20 11:23:42.601""",-129.921
"""2024-12-20 11:23:44.199""",-125.087
"""2024-12-20 11:23:48.484""",-126.356
"""2024-12-20 11:23:52.171""",-127.582
"""2024-12-20 11:23:55.729""",-130.168
"""2024-12-20 11:23:59.218""",-124.662
"""2024-12-20 11:24:04.204""",-127.847
"""2024-12-20 11:24:07.066""",-129.922
