Timestamp,RSSI_dBm
"""2024-12-20 11:25:11.397""",-119.845
"""2024-12-20 11:25:13.417""",-117.828
"""2024-12-20 11:25:15.352""",-119.781
"""2024-12-20 11:25:17.256""",-118.009
"""2024-12-20 11:25:19.266""",-119.247
"""2024-12-20 11:25:20.040""",-120.269
"""2024-12-20 11:25:21.733""",-117.557
"""2024-12-20 11:25:23.645""",-120.482
"""2024-12-20 11:25:25.199""",-118.412
"""2024-12-20 11:25:26.131""",-117.086
"""2024-12-20 11:25:27.614""",-119.005
"""2024-12-20 11:25:28.914""",-119.951
"""2024-12-20 11:25:29.361""",-118.921
"""2024-12-20 11:25:31.585""",-119.051
"""2024-12-20 11:25:32.836""",-117.133
"""2024-12-20 11:25:33.361""",-118.587
"""2024-12-20 11:25:35.179""",-118.425
"""2024-12-20 11:25:37.307""",-119.31
"""2024-12-20 11:25:39.314""",-118.058
"""2024-12-20 11:25:41.382""",-118.243
"""2024-12-20 11:25:42.974""",-119.983
"""2024-12-20 11:25:43.656""",-117.629
"""2024-12-20 11:25:45.224""",-118.977
"""2024-12-20 11:25:47.503""",-120.479
"""2024-12-20 11:25:49.746""",-115.952
"""2024-12-20 11:25:50.069""",-118.168
"""2024-12-20 11:25:52.557""",-121.065
"""2024-12-20 11:25:54.691""",-118.269
"""2024-12-20 11:25:55.922""",-118.663
"""2024-12-20 11:25:56.618""",-117.959
"""2024-12-20 11:25:57.526""",-114.024
"""2024-12-20 11:25:59.561""",-112.773
"""2024-12-20 11:26:00.328""",-113.753
"""2024-12-20 11:26:01.750""",-114.641
"""2024-12-20 11:26:02.143""",-115.915
"""2024-12-20 11:26:04.456""",-115.157
"""2024-12-20 11:26:06.610""",-113.69
"""2024-12-20 11:26:07.245""",-115.61
"""2024-12-20 11:26:08.173""",-112.839
"""2024-12-20 11:26:10.520""",-113.029
"""2024-12-20 11:26:12.800""",-111.848
"""2024-12-20 11:26:13.618""",-112.657
"""2024-12-20 11:26:14.093""",-113.415
"""2024-12-20 11:26:15.092""",-111.053
"""2024-12-20 11:26:16.554""",-112.303
"""2024-12-20 11:26:18.547""",-111.836
"""2024-12-20 11:26:19.651""",-112.558
"""2024-12-20 11:26:21.064""",-114.463
"""2024-12-20 11:26:22.316""",-115.307
"""2024-12-20 11:26:23.348""",-111.098
"""2024-12-20 11:26:25.336""",-115.835
"""2024-12-20 11:26:26.810""",-115.692
"""2024-12-20 11:26:28.321""",-114.678
"""2024-12-20 11:26:29.737""",-115.48
"""2024-12-20 11:26:30.663""",-113.604
"""2024-12-20 11:26:32.871""",-115.346
"""2024-12-20 11:26:33.576""",-111.115
"""2024-12-20 11:26:35.711""",-114.062
"""2024-12-20 11:26:37.144""",-111.815
"""2024-12-20 11:26:39.982""",-113.412
"""2024-12-20 11:26:40.690""",-113.782
"""2024-12-20 11:26:42.723""",-110.76
"""2024-12-20 11:26:43.290""",-113.001
"""2024-12-20 11:26:45.913""",-112.873
"""2024-12-20 11:26:46.838""",-112.998
"""2024-12-20 11:26:47.437""",-114.799
"""2024-12-20 11:26:48.279""",-114.702
"""2024-12-20 11:26:49.930""",-110.959
"""2024-12-20 11:26:50.568""",-113.617
"""2024-12-20 11:26:51.572""",-114.588
"""2024-12-20 11:26:52.259""",-113.66
"""2024-12-20 11:26:54.475""",-114.3
"""2024-12-20 11:26:55.670""",-112.928
"""2024-12-20 11:26:56.897""",-115.617
"""2024-12-20 11:26:58.108""",-111.083
"""2024-12-20 11:27:00.781""",-113.251
"""2024-12-20 11:27:01.154""",-113.874
"""2024-12-20 11:27:02.804""",-114.471
"""2024-12-20 11:27:04.313""",-115.246
"""2024-12-20 11:27:05.862""",-112.492
"""2024-12-20 11:27:06.512""",-113.345
"""2024-12-20 11:27:08.928""",-113.813
"""2024-12-20 11:27:09.574""",-115.95
"""2024-12-20 11:27:10.314""",-115.262
"""2024-12-20 11:27:12.917""",-113.09
"""2024-12-20 11:27:13.876""",-114.832
"""2024-12-20 11:27:14.932""",-112.333
"""2024-12-20 11:27:15.219""",-113.648
"""2024-12-20 11:27:16.667""",-112.821
"""2024-12-20 11:27:18.062""",-112.575
"""2024-12-20 11:27:20.681""",-112.771
"""2024-12-20 11:27:21.020""",-111.335
"""2024-12-20 11:27:22.007""",-113.645
"""2024-12-20 11:27:24.182""",-112.063
"""2024-12-20 11:27:26.658""",-112.04
"""2024-12-20 11:27:28.879""",-108.611
"""2024-12-20 11:27:30.592""",-109.061
"""2024-12-20 11:27:32.844""",-109.892
"""2024-12-20 11:27:34.065""",-108.637
"""2024-12-20 11:27:36.130""",-112.459
"""2024-12-20 11:27:38.217""",-114.737
"""2024-12-20 11:27:39.871""",-115.718
"""2024-12-20 11:27:41.401""",-114.955
"""2024-12-20 11:27:42.735""",-114.051
"""2024-12-20 11:27:44.240""",-113.253
"""2024-12-20 11:27:46.722""",-109.655
"""2024-12-20 11:27:47.557""",-109.281
"""2024-12-20 11:27:49.280""",-107.529
"""2024-12-20 11:27:50.455""",-107.947
"""2024-12-20 11:27:51.329""",-110.428
"""2024-12-20 11:27:53.877""",-108.013
"""2024-12-20 11:27:55.894""",-104.131
"""2024-12-20 11:27:57.045""",-102.532
"""2024-12-20 11:27:58.305""",-100.822
"""2024-12-20 11:28:00.527""",-101.678
"""2024-12-20 11:28:01.054""",-102.451
"""2024-12-20 11:28:02.131""",-100.188
"""2024-12-20 11:28:03.778""",-100.244
"""2024-12-20 11:28:05.826""",-102.258
"""2024-12-20 11:28:06.345""",-102.508
"""2024-12-20 11:28:08.557""",-101.875
"""2024-12-20 11:28:09.067""",-102.52
"""2024-12-20 11:28:11.463""",-104.042
"""2024-12-20 11:28:12.093""",-99.25
"""2024-12-20 11:28:13.611""",-96.277
"""2024-12-20 11:28:14.303""",-99.42
"""2024-12-20 11:28:15.315""",-102.47
"""2024-12-20 11:28:17.132""",-97.796
"""2024-12-20 11:28:19.988""",-104.846
"""2024-12-20 11:28:20.297""",-106.58
"""2024-12-20 11:28:21.775""",-104.789
"""2024-12-20 11:28:23.389""",-102.62
"""2024-12-20 11:28:25.261""",-102.112
"""2024-12-20 11:28:27.329""",-101.283
"""2024-12-20 11:28:28.761""",-105.641
"""2024-12-20 11:28:30.257""",-104.818
"""2024-12-20 11:28:32.271""",-104.991
"""2024-12-20 11:28:33.810""",-101.496
"""2024-12-20 11:28:34.496""",-100.895
"""2024-12-20 11:28:36.502""",-102.454
"""2024-12-20 11:28:38.411""",-99.497
"""2024-12-20 11:28:39.754""",-97.264
"""2024-12-20 11:28:41.917""",-98.948
"""2024-12-20 11:28:42.995""",-99.415
"""2024-12-20 11:28:43.839""",-101.322
"""2024-12-20 11:28:45.034""",-96.687
"""2024-12-20 11:28:47.539""",-100.907
"""2024-12-20 11:28:49.306""",-100.774
"""2024-12-20 11:28:51.094""",-100.987
"""2024-12-20 11:28:53.881""",-97.32
"""2024-12-20 11:28:54.196""",-99.081
"""2024-12-20 11:28:56.629""",-101.281
"""2024-12-20 11:28:58.425""",-98.451
"""2024-12-20 11:28:59.278""",-100.79
"""2024-12-20 11:29:01.103""",-100.165
