Timestamp,RSSI_dBm
"""2024-12-20 11:25:13.582""",-107.631
"""2024-12-20 11:25:14.598""",-108.976
"""2024-12-20 11:25:15.613""",-108.812
"""2024-12-20 11:25:16.630""",-109.582
"""2024-12-20 11:25:17.631""",-107.51
"""2024-12-20 11:25:18.646""",-108.067
"""2024-12-20 11:25:19.662""",-107.124
"""2024-12-20 11:25:20.678""",-106.66
"""2024-12-20 11:25:21.693""",-107.212
"""2024-12-20 11:25:22.693""",-106.207
"""2024-12-20 11:25:23.709""",-108.851
"""2024-12-20 11:25:24.724""",-108.669
"""2024-12-20 11:25:25.740""",-105.973
"""2024-12-20 11:25:26.756""",-106.207
"""2024-12-20 11:25:27.771""",-108.183
"""2024-12-20 11:25:28.771""",-109.867
"""2024-12-20 11:25:29.786""",-109.684
"""2024-12-20 11:25:30.802""",-110.964
"""2024-12-20 11:25:31.817""",-110.009
"""2024-12-20 11:25:32.817""",-112.501
"""2024-12-20 11:25:33.833""",-112.092
"""2024-12-20 11:25:34.848""",-110.279
"""2024-12-20 11:25:35.864""",-110.579
"""2024-12-20 11:25:36.879""",-113.388
"""2024-12-20 11:25:37.879""",-111.555
"""2024-12-20 11:25:38.895""",-115.856
"""2024-12-20 11:25:39.895""",-112.473
"""2024-12-20 11:25:41.927""",-112.731
"""2024-12-20 11:25:42.912""",-113.083
"""2024-12-20 11:25:45.021""",-120.119
"""2024-12-20 11:25:47.052""",-119.526
"""2024-12-20 11:25:49.067""",-116.074
"""2024-12-20 11:25:59.207""",-116.907
"""2024-12-20 11:26:01.222""",-118.079
"""2024-12-20 11:26:02.238""",-115.263
"""2024-12-20 11:26:03.253""",-116.626
"""2024-12-20 11:26:04.253""",-114.429
"""2024-12-20 11:26:06.271""",-117.199
"""2024-12-20 11:26:07.286""",-119.329
"""2024-12-20 11:26:09.302""",-118.302
"""2024-12-20 11:26:10.318""",-117.582
"""2024-12-20 11:26:12.349""",-116.737
"""2024-12-20 11:26:16.395""",-118.866
"""2024-12-20 11:26:17.395""",-115.31
"""2024-12-20 11:26:18.426""",-123.494
"""2024-12-20 11:26:26.504""",-116.579
"""2024-12-20 11:26:27.520""",-118.121
"""2024-12-20 11:26:28.536""",-116.984
"""2024-12-20 11:26:29.551""",-121.126
"""2024-12-20 11:26:30.567""",-118.979
"""2024-12-20 11:26:31.582""",-118.738
"""2024-12-20 11:26:32.598""",-121.07
"""2024-12-20 11:26:33.613""",-120.626
"""2024-12-20 11:26:34.629""",-121.232
"""2024-12-20 11:26:35.629""",-120.971
"""2024-12-20 11:26:36.644""",-120.431
"""2024-12-20 11:26:37.660""",-119.477
"""2024-12-20 11:26:38.675""",-123.882
"""2024-12-20 11:26:39.691""",-124.668
"""2024-12-20 11:26:40.706""",-123.82
"""2024-12-20 11:26:46.769""",-124.157
"""2024-12-20 11:26:47.784""",-123.981
"""2024-12-20 11:26:48.800""",-119.871
"""2024-12-20 11:26:49.815""",-119.971
"""2024-12-20 11:26:50.816""",-118.106
"""2024-12-20 11:26:51.832""",-117.488
"""2024-12-20 11:26:52.847""",-115.338
"""2024-12-20 11:26:54.878""",-117.642
"""2024-12-20 11:27:00.940""",-117.893
"""2024-12-20 11:27:01.940""",-118.223
"""2024-12-20 11:27:05.987""",-115.151
"""2024-12-20 11:27:07.003""",-125.335
"""2024-12-20 11:27:08.018""",-124.443
"""2024-12-20 11:27:16.114""",-126.65
"""2024-12-20 11:27:20.144""",-125.694
"""2024-12-20 11:27:23.175""",-126.666
"""2024-12-20 11:27:25.191""",-126.69
"""2024-12-20 11:27:26.206""",-127.229
"""2024-12-20 11:27:27.222""",-126.906
"""2024-12-20 11:27:28.237""",-125.687
"""2024-12-20 11:27:34.299""",-125.646
"""2024-12-20 11:27:36.315""",-127.244
"""2024-12-20 11:27:48.426""",-125.649
"""2024-12-20 11:27:52.472""",-126.653
"""2024-12-20 11:27:53.488""",-125.822
"""2024-12-20 11:27:55.519""",-121.762
"""2024-12-20 11:27:56.519""",-122.652
"""2024-12-20 11:27:57.519""",-122.086
"""2024-12-20 11:28:05.651""",-120.993
"""2024-12-20 11:28:06.673""",-122.921
"""2024-12-20 11:28:07.690""",-120.813
"""2024-12-20 11:28:08.711""",-119.164
"""2024-12-20 11:28:09.743""",-131.901
"""2024-12-20 11:28:11.746""",-131.317
"""2024-12-20 11:28:19.831""",-129.724
"""2024-12-20 11:28:20.844""",-128.785
"""2024-12-20 11:28:21.893""",-130.696
"""2024-12-20 11:28:22.846""",-128.821
"""2024-12-20 11:28:23.888""",-130.128
"""2024-12-20 11:28:24.934""",-129.069
"""2024-12-20 11:28:25.921""",-129.182
"""2024-12-20 11:28:26.955""",-130.099
"""2024-12-20 11:28:27.930""",-129.806
"""2024-12-20 11:28:28.942""",-130.426
"""2024-12-20 11:28:29.997""",-128.785
"""2024-12-20 11:28:30.969""",-129.102
"""2024-12-20 11:28:31.981""",-128.703
"""2024-12-20 11:28:32.980""",-129.046
"""2024-12-20 11:28:33.997""",-132.228
"""2024-12-20 11:28:35.024""",-126.786
"""2024-12-20 11:28:36.033""",-128.346
"""2024-12-20 11:28:37.123""",-131.549
